GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,ProfitMargin,AggregatorDependence,CostBurden,RevenueQuality,Raw_Scale_Signal,Expansion_Headroom,CuisineType_Chicken Dishes,CuisineType_Chinese,CuisineType_Indian,CuisineType_Japanese,CuisineType_Kebabs/Mediterranean,CuisineType_Pizza,CuisineType_Thai,Segment_Full-service,Segment_Ghost Kitchen,Segment_QSR,Subregion_North Shore,Subregion_South Auckland,Subregion_West Auckland
0.07690662440622635,1.2231940380728057,-1.237599123803508,-0.1468164278382838,0.0409773379967002,-1.5134469027257504,-1.5031117260056681,-0.7811821195546045,-1.2718339922427118,-1.256591619747406,-0.6060479987163949,-1.1565492470227454,-0.6196033073464571,-1.1311834768716913,0.09534136899940965,0.09716734920559936,-0.5498041094954923,0.8804878118763966,0.5129611538938131,0.5219795855863958,0.020197249299725287,1.5310105346592204,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-0.9607375665099244,0.5708495434666376,1.4874647555408242,-0.5499971755170512,-0.9753006193124296,1.7874307044467568,-1.2291196756579934,0.09956976689687393,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,-0.686254588276549,1.851539476603285,-0.5927853087845185,-0.6118759845110721
0.9582149689532129,0.4336188266032878,0.4677121041264993,0.2673052229584443,0.3511675236707412,0.21017568506050763,0.26836754333007434,0.7429215831359332,0.34188655772656656,0.40210940595302597,0.8415590881809676,-0.5171942523702995,-0.05499605446010584,-1.1311834768716913,1.1923492511093043,1.1905500069572883,1.5601499384321857,0.8332629328783343,0.4984961264042459,0.5056282732372357,0.5226317197170531,0.03423302581972189,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.6014884658245497,0.7100080385106101,0.46262294447342783,-0.5499971755170512,-0.3001301743037363,0.5133595007670917,0.5334056328456644,1.2654127039353522,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,1.4571851570586758,-0.5400911039901434,1.6869513889446048,-0.6118759845110721
0.5175607966797197,0.33940814796203805,1.2469445957778498,2.0373413110412337,2.1460483652011817,0.3790441142692964,0.4411947891189273,0.8891739586466413,0.47807804307089796,0.5413578804026717,0.9606756103004868,-0.9792551383906701,-0.05065248084121747,-0.015459617159920586,0.09534136899940965,0.09716734920559936,0.7534066068992381,3.4319475430461095,0.5999265747789326,0.608997825043398,1.0844822831664642,1.6885660619054836,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,1.3359500154825645,1.6755380651597263,0.9376603357773213,-0.5499971755170512,-0.5355148426508569,0.9832527712667879,1.2854616381950206,0.12301450603293095,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,-0.686254588276549,-0.5400911039901434,-0.5927853087845185,1.6343181058152878
0.07690662440622635,-0.5017586256205459,-0.2546766799271844,-0.01990818001348004,-0.10016444478955318,-0.476944130340771,-0.43374314268714065,0.1348196007493045,-0.5779388703032292,-0.5405838809435147,0.016911430436565626,-0.694149548871724,0.3564888043571719,1.6581261724077403,-1.6598712423764217,-1.6581952850079966,-0.9689935473035669,0.17840550976597394,-0.09603189174408153,-0.1016983204567497,0.3700546910117965,0.19178855306598483,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-0.38195595762314855,0.10790303344365634,0.26403303438452214,-0.5499971755170512,-0.13928503520132132,0.1813932274841299,-0.2498753126551228,-1.6566543283859523,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,1.4571851570586758,1.851539476603285,-0.5927853087845185,-0.6118759845110721
0.9582149689532129,-0.9369222364872688,0.09349102910852544,0.28066398588737096,0.09237482227461227,-0.20908386331993356,-0.16370057114205797,0.37344189763519675,-0.4596382295735292,-0.42388019436545754,0.1248425336573029,-0.9509177527827274,0.2971079389807566,1.6581261724077403,-0.34346178384454823,-0.34167330934779955,0.03377189382903053,0.5164755772021155,0.03152879098158741,0.028648143979340117,0.28542595322511854,0.349344080312248,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-0.20999614298565197,0.25409666818775567,0.36055542567244897,-0.5499971755170512,-0.30793416819736835,0.20674492948667592,0.15334564963785935,-0.30112213833755747,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,-0.686254588276549,-0.5400911039901434,1.6869513889446048,-0.6118759845110721
0.07690662440622635,-0.36717194184733215,-0.8610095609689647,-0.39395354202342797,-0.43107774053899256,-1.0010185658163224,-0.9738282857773061,-0.327030006126616,-1.0213937896015273,-0.9977213330770724,-0.3794050138530974,-0.2432341874412172,-0.21757361304517933,-0.5733215470158075,0.5341445218433675,0.5360080077589983,0.02257379820144883,-0.15810110642880262,0.16748038652109218,0.16818878067909906,-0.21621928888770847,0.11301078944285325,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-0.8949178614162372,-0.009635276180414131,0.4083768796446194,-0.5499971755170512,-0.25855996701923356,0.33541509991001744,-0.8539393052544837,0.5386257907175805,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,1.4571851570586758,1.851539476603285,-0.5927853087845185,-0.6118759845110721
0.9582149689532129,1.7503252161845586,-0.7331112188742142,-0.2870834385920143,-0.04617016095673835,-0.9020267280042739,-0.8766129600210762,-0.2346600847514319,-0.5011492436709453,-0.46601430099342883,0.0914885971994359,-0.9077937337799284,-0.5266787209119954,-1.1311834768716913,-0.782264936688506,-0.7805139679011988,-0.5856712771739351,0.6348405775068635,0.7062812878309187,0.717975114081379,0.7350141229829646,0.19178855306598483,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-0.29343779040052137,0.8529414865644067,1.1688778243579436,-0.5499971755170512,-0.7902360101379381,1.5561486041596138,-0.6861539335236845,-0.7487035218441029,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,1.4571851570586758,-0.5400911039901434,1.6869513889446048,-0.6118759845110721
-1.6857100646877468,-0.8471977806384602,-0.92495873201634,-0.9817391108962032,-1.0122411390171162,-0.8379731858905953,-0.8118027428502564,-0.18847512406383984,-0.9738573540672563,-0.954050809291738,-0.3413842238943089,0.08905582184203328,-1.6147733546272371,0.5424023126959664,1.631152403953262,1.6293906655106871,0.7424672131508412,-0.7438576924623445,0.47659340747500767,0.48300856457144226,-0.056971147959947954,-0.9898779012809877,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-1.0529318342829967,0.07186939107715298,0.6914653348719418,-0.5499971755170512,-0.9430692129428045,0.5130247648942169,-0.9909579164398896,1.4828093759242456,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,2.7584664318852177,-0.686254588276549,-0.5400911039901434,-0.5927853087845185,-0.6118759845110721
-1.6857100646877468,-1.2846045029014044,-1.3702344415313974,-0.4473885937391348,-0.5877951920182796,-1.542562149141059,-1.5355168345910781,-0.8042745998984004,-1.636077329965715,-1.6347236208671707,-0.928748779090818,-0.008903852919527602,-0.49137688866882717,-0.015459617159920586,-0.5628633602665272,-0.5648126272563078,-0.7947763103780863,-0.33291102230124253,0.06488299000673299,0.0628372516184931,-0.4824398608174069,0.822010662051037,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-1.5036917827304555,-0.20799189796935644,0.5912645690890936,-0.5499971755170512,-0.30552512027776535,0.34854245405741296,-1.417339857818049,-0.6272171463208976,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,-0.686254588276549,-0.5400911039901434,-0.5927853087845185,-0.6118759845110721
0.9582149689532129,-0.5488639649411707,-1.4649739541941758,-0.6076937488862554,-0.6505560249738994,-1.5833234941224907,-1.5787236460382914,-0.8427620671380606,-1.5747781534348109,-1.5725947520662906,-0.8762823241046102,-0.9689829389548211,0.2535071984943344,-1.6890454067275784,0.09534136899940965,0.09716734920559936,-0.5978487442012889,-0.39800744671443117,0.17976112646716974,0.18000985930381658,-0.4774218619354117,0.5068996075585107,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,-1.4707235793812239,-0.1527403130073846,0.6887951724973601,-0.5499971755170512,-0.3439437664731575,0.5656194449844985,-1.4294357994174294,0.14645924516898834,-0.3092041965144051,-0.3840528831425012,-0.49058435215950386,-0.27593863806958135,-0.3304870852821034,-0.3850630174665529,-0.2759386380695814,-0.6027802679641607,-0.36252027156863764,1.4571851570586758,-0.5400911039901434,1.6869513889446048,-0.6118759845110721
